ts,id.orig_h,id.resp_h,query
1474738332.918841,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474738333.341257,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738333.341121,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738421.722232,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474738515.133188,192.168.1.166,192.168.1.1,babyws.withings.net
1474738546.068025,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474738550.692068,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474738594.480835,192.168.1.166,192.168.1.1,babyws.withings.net
1474738595.05873,192.168.1.166,192.168.1.1,babyws.withings.net
1474738596.603642,192.168.1.240,8.8.8.8,www.example.com
1474738596.603799,192.168.1.240,8.8.8.8,www.example.com
1474738596.782064,192.168.1.240,8.8.8.8,www.example.net
1474738596.781904,192.168.1.240,8.8.8.8,www.example.net
1474738596.956665,192.168.1.240,8.8.8.8,www.example.org
1474738596.956514,192.168.1.240,8.8.8.8,www.example.org
1474738655.709981,192.168.1.166,192.168.1.1,babyws.withings.net
1474738813.427839,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474738813.701112,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738813.701251,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738848.039794,192.168.1.166,192.168.1.1,babyws.withings.net
1474738896.614089,192.168.1.240,8.8.8.8,www.example.com
1474738896.61425,192.168.1.240,8.8.8.8,www.example.com
1474738896.781884,192.168.1.240,8.8.8.8,www.example.net
1474738896.782038,192.168.1.240,8.8.8.8,www.example.net
1474738896.969339,192.168.1.240,8.8.8.8,www.example.org
1474738896.969493,192.168.1.240,8.8.8.8,www.example.org
1474738993.107624,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474738993.376754,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738993.376884,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739196.612542,192.168.1.240,8.8.8.8,www.example.com
1474739196.613586,192.168.1.240,8.8.8.8,www.example.com
1474739196.801319,192.168.1.240,8.8.8.8,www.example.net
1474739196.801478,192.168.1.240,8.8.8.8,www.example.net
1474739196.978613,192.168.1.240,8.8.8.8,www.example.org
1474739196.978462,192.168.1.240,8.8.8.8,www.example.org
1474739292.921628,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474739293.14105,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739293.14118,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739310.753012,192.168.1.240,8.8.8.8,pindorama.amazon.com
1474739310.78166,192.168.1.240,8.8.8.8,www.example.com
1474739310.781514,192.168.1.240,8.8.8.8,www.example.com
1474739310.969857,192.168.1.240,8.8.8.8,www.example.net
1474739310.969699,192.168.1.240,8.8.8.8,www.example.net
1474739311.169278,192.168.1.240,8.8.8.8,www.example.org
1474739311.169449,192.168.1.240,8.8.8.8,www.example.org
1474739381.67498,192.168.1.166,192.168.1.1,babyws.withings.net
1474739382.251605,192.168.1.166,192.168.1.1,babyws.withings.net
1474739383.016787,192.168.1.166,192.168.1.1,babyws.withings.net
1474739449.773705,192.168.1.166,192.168.1.1,babyws.withings.net
1474739450.694702,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474739473.617891,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474739473.861665,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739473.861799,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739489.700116,192.168.1.240,192.168.1.1,www.meethue.com
1474739611.466451,192.168.1.240,8.8.8.8,www.example.com
1474739611.466621,192.168.1.240,8.8.8.8,www.example.com
1474739611.641694,192.168.1.240,8.8.8.8,www.example.net
1474739611.641835,192.168.1.240,8.8.8.8,www.example.net
1474739611.817735,192.168.1.240,8.8.8.8,www.example.org
1474739611.817882,192.168.1.240,8.8.8.8,www.example.org
1474739622.006997,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474739653.301138,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474739653.603854,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739653.603704,192.168.1.249,192.168.1.1,smtp.gmail.com
1474739911.415796,192.168.1.240,8.8.8.8,www.example.com
1474739911.417572,192.168.1.240,8.8.8.8,www.example.com
1474739911.592987,192.168.1.240,8.8.8.8,www.example.net
1474739911.593153,192.168.1.240,8.8.8.8,www.example.net
1474739911.757361,192.168.1.240,8.8.8.8,www.example.org
1474739911.75721,192.168.1.240,8.8.8.8,www.example.org
1474740051.526781,192.168.1.166,192.168.1.1,babyws.withings.net
1474740132.808204,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474740133.239745,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740133.239613,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740181.798756,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474740211.438768,192.168.1.240,8.8.8.8,www.example.com
1474740211.438922,192.168.1.240,8.8.8.8,www.example.com
1474740211.601399,192.168.1.240,8.8.8.8,www.example.net
1474740211.601559,192.168.1.240,8.8.8.8,www.example.net
1474740211.765583,192.168.1.240,8.8.8.8,www.example.org
1474740211.765734,192.168.1.240,8.8.8.8,www.example.org
1474740252.928733,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474740253.359752,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740253.359881,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740350.67051,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474740433.634111,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474740433.960073,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740433.960213,192.168.1.249,192.168.1.1,smtp.gmail.com
1474740511.439842,192.168.1.240,8.8.8.8,www.example.com
1474740511.440761,192.168.1.240,8.8.8.8,www.example.com
1474740511.602623,192.168.1.240,8.8.8.8,www.example.net
1474740511.602472,192.168.1.240,8.8.8.8,www.example.net
1474740511.766975,192.168.1.240,8.8.8.8,www.example.org
1474740511.767141,192.168.1.240,8.8.8.8,www.example.org
1474740653.256824,192.168.1.166,192.168.1.1,babyws.withings.net
1474740811.408448,192.168.1.240,8.8.8.8,www.example.com
1474740811.408288,192.168.1.240,8.8.8.8,www.example.com
1474740811.596215,192.168.1.240,8.8.8.8,www.example.net
1474740811.596344,192.168.1.240,8.8.8.8,www.example.net
1474740811.783986,192.168.1.240,8.8.8.8,www.example.org
1474740811.784142,192.168.1.240,8.8.8.8,www.example.org
1474740822.275789,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474740972.330455,192.168.1.240,192.168.1.1,softwareupdates.amazon.com
1474741084.727436,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474741085.167751,192.168.1.249,192.168.1.1,smtp.gmail.com
1474741085.167611,192.168.1.249,192.168.1.1,smtp.gmail.com
1474741099.871489,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474741100.299183,192.168.1.249,192.168.1.1,smtp.gmail.com
1474741100.299302,192.168.1.249,192.168.1.1,smtp.gmail.com
1474741111.441088,192.168.1.240,8.8.8.8,www.example.com
1474741111.44125,192.168.1.240,8.8.8.8,www.example.com
1474741111.619421,192.168.1.240,8.8.8.8,www.example.net
1474741111.61955,192.168.1.240,8.8.8.8,www.example.net
1474741111.783149,192.168.1.240,8.8.8.8,www.example.org
1474741111.7833,192.168.1.240,8.8.8.8,www.example.org
1474741250.692358,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474741253.831075,192.168.1.240,8.8.8.8,device-metrics-us.amazon.com
1474741254.974655,192.168.1.166,192.168.1.1,babyws.withings.net
1474741411.429163,192.168.1.240,8.8.8.8,www.example.com
1474741411.429331,192.168.1.240,8.8.8.8,www.example.com
1474741411.616558,192.168.1.240,8.8.8.8,www.example.net
1474741411.61671,192.168.1.240,8.8.8.8,www.example.net
1474741411.780692,192.168.1.240,8.8.8.8,www.example.org
1474741411.780841,192.168.1.240,8.8.8.8,www.example.org
1474741422.544145,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474741711.427739,192.168.1.240,8.8.8.8,www.example.com
1474741711.427897,192.168.1.240,8.8.8.8,www.example.com
1474741711.613811,192.168.1.240,8.8.8.8,www.example.net
1474741711.613959,192.168.1.240,8.8.8.8,www.example.net
1474741711.789924,192.168.1.240,8.8.8.8,www.example.org
1474741711.790082,192.168.1.240,8.8.8.8,www.example.org
1474741856.669467,192.168.1.166,192.168.1.1,babyws.withings.net
1474742011.418676,192.168.1.240,8.8.8.8,www.example.com
1474742011.418842,192.168.1.240,8.8.8.8,www.example.com
1474742011.58454,192.168.1.240,8.8.8.8,www.example.net
1474742011.584399,192.168.1.240,8.8.8.8,www.example.net
1474742011.748309,192.168.1.240,8.8.8.8,www.example.org
1474742011.748163,192.168.1.240,8.8.8.8,www.example.org
1474742015.406987,192.168.1.166,192.168.1.1,babyws.withings.net
1474742015.976421,192.168.1.166,192.168.1.1,babyws.withings.net
1474742076.821144,192.168.1.166,192.168.1.1,babyws.withings.net
1474742116.055617,192.168.1.166,192.168.1.1,babyws.withings.net
1474742148.813905,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474742150.690202,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474742311.434233,192.168.1.240,8.8.8.8,www.example.com
1474742311.43441,192.168.1.240,8.8.8.8,www.example.com
1474742311.597273,192.168.1.240,8.8.8.8,www.example.net
1474742311.597443,192.168.1.240,8.8.8.8,www.example.net
1474742311.773265,192.168.1.240,8.8.8.8,www.example.org
1474742311.773392,192.168.1.240,8.8.8.8,www.example.org
1474742458.405572,192.168.1.166,192.168.1.1,babyws.withings.net
1474742612.41093,192.168.1.240,8.8.8.8,www.example.com
1474742612.411103,192.168.1.240,8.8.8.8,www.example.com
1474742612.599558,192.168.1.240,8.8.8.8,www.example.net
1474742612.599403,192.168.1.240,8.8.8.8,www.example.net
1474742612.774896,192.168.1.240,8.8.8.8,www.example.org
1474742612.775048,192.168.1.240,8.8.8.8,www.example.org
1474742622.808759,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474742911.422145,192.168.1.240,8.8.8.8,www.example.com
1474742911.422907,192.168.1.240,8.8.8.8,www.example.com
1474742911.60008,192.168.1.240,8.8.8.8,www.example.net
1474742911.600249,192.168.1.240,8.8.8.8,www.example.net
1474742911.776065,192.168.1.240,8.8.8.8,www.example.org
1474742911.776214,192.168.1.240,8.8.8.8,www.example.org
1474743050.700755,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474743060.322728,192.168.1.166,192.168.1.1,babyws.withings.net
1474743211.415266,192.168.1.240,8.8.8.8,www.example.com
1474743211.415413,192.168.1.240,8.8.8.8,www.example.com
1474743211.601311,192.168.1.240,8.8.8.8,www.example.net
1474743211.601462,192.168.1.240,8.8.8.8,www.example.net
1474743211.777106,192.168.1.240,8.8.8.8,www.example.org
1474743211.77723,192.168.1.240,8.8.8.8,www.example.org
1474743511.402641,192.168.1.240,8.8.8.8,www.example.com
1474743511.402802,192.168.1.240,8.8.8.8,www.example.com
1474743511.579217,192.168.1.240,8.8.8.8,www.example.net
1474743511.579039,192.168.1.240,8.8.8.8,www.example.net
1474743511.743578,192.168.1.240,8.8.8.8,www.example.org
1474743511.743429,192.168.1.240,8.8.8.8,www.example.org
1474743599.564713,192.168.1.240,8.8.8.8,pindorama.amazon.com
1474743600.615541,192.168.1.240,8.8.8.8,www.example.com
1474743600.615698,192.168.1.240,8.8.8.8,www.example.com
1474743600.781694,192.168.1.240,8.8.8.8,www.example.net
1474743600.781839,192.168.1.240,8.8.8.8,www.example.net
1474743601.042325,192.168.1.240,8.8.8.8,www.example.org
1474743601.059164,192.168.1.240,8.8.8.8,www.example.org
1474743662.030336,192.168.1.166,192.168.1.1,babyws.withings.net
1474743793.11043,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474743798.115942,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474743798.561373,192.168.1.249,192.168.1.1,smtp.gmail.com
1474743798.561242,192.168.1.249,192.168.1.1,smtp.gmail.com
1474743807.245396,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474743808.604103,192.168.1.166,192.168.1.1,babyws.withings.net
1474743823.073615,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474743901.52537,192.168.1.240,8.8.8.8,www.example.com
1474743901.525199,192.168.1.240,8.8.8.8,www.example.com
1474743901.688992,192.168.1.240,8.8.8.8,www.example.net
1474743901.689168,192.168.1.240,8.8.8.8,www.example.net
1474743901.852768,192.168.1.240,8.8.8.8,www.example.org
1474743901.853537,192.168.1.240,8.8.8.8,www.example.org
1474743950.71944,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474743961.270396,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474744202.497606,192.168.1.240,8.8.8.8,www.example.com
1474744202.497779,192.168.1.240,8.8.8.8,www.example.com
1474744202.674529,192.168.1.240,8.8.8.8,www.example.net
1474744202.674676,192.168.1.240,8.8.8.8,www.example.net
1474744202.840784,192.168.1.240,8.8.8.8,www.example.org
1474744202.840628,192.168.1.240,8.8.8.8,www.example.org
1474744241.842487,192.168.1.240,192.168.1.1,www.meethue.com
1474744263.749074,192.168.1.166,192.168.1.1,babyws.withings.net
1474744468.350193,192.168.1.227,192.168.1.1,devs.tplinkcloud.com
1474744501.530498,192.168.1.240,8.8.8.8,www.example.com
1474744501.530667,192.168.1.240,8.8.8.8,www.example.com
1474744501.707546,192.168.1.240,8.8.8.8,www.example.net
1474744501.707697,192.168.1.240,8.8.8.8,www.example.net
1474744501.895056,192.168.1.240,8.8.8.8,www.example.org
1474744501.895214,192.168.1.240,8.8.8.8,www.example.org
1474744801.503917,192.168.1.240,8.8.8.8,www.example.com
1474744801.506305,192.168.1.240,8.8.8.8,www.example.com
1474744801.693477,192.168.1.240,8.8.8.8,www.example.net
1474744801.693624,192.168.1.240,8.8.8.8,www.example.net
1474744801.881646,192.168.1.240,8.8.8.8,www.example.org
1474744801.881491,192.168.1.240,8.8.8.8,www.example.org
1474744850.732177,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474744865.485182,192.168.1.166,192.168.1.1,babyws.withings.net
1474745023.338382,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474745068.059657,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745068.493904,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745068.49377,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745101.489673,192.168.1.240,8.8.8.8,www.example.com
1474745101.492109,192.168.1.240,8.8.8.8,www.example.com
1474745101.655853,192.168.1.240,8.8.8.8,www.example.net
1474745101.656005,192.168.1.240,8.8.8.8,www.example.net
1474745101.843284,192.168.1.240,8.8.8.8,www.example.org
1474745101.843449,192.168.1.240,8.8.8.8,www.example.org
1474745367.884109,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745368.332112,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745368.332251,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745401.5011,192.168.1.240,8.8.8.8,www.example.com
1474745401.501263,192.168.1.240,8.8.8.8,www.example.com
1474745401.68635,192.168.1.240,8.8.8.8,www.example.net
1474745401.688525,192.168.1.240,8.8.8.8,www.example.net
1474745401.87653,192.168.1.240,8.8.8.8,www.example.org
1474745401.87668,192.168.1.240,8.8.8.8,www.example.org
1474745428.452868,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745428.754902,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745428.755036,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745436.569553,192.168.1.166,192.168.1.1,babyws.withings.net
1474745437.141278,192.168.1.166,192.168.1.1,babyws.withings.net
1474745467.4251,192.168.1.166,192.168.1.1,babyws.withings.net
1474745497.875077,192.168.1.166,192.168.1.1,babyws.withings.net
1474745531.570771,192.168.1.249,192.168.1.1,pool.ntp.org
1474745531.570179,192.168.1.249,192.168.1.1,pool.ntp.org
1474745548.577311,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745548.834909,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745548.834769,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745623.607807,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474745701.493288,192.168.1.240,8.8.8.8,www.example.com
1474745701.496574,192.168.1.240,8.8.8.8,www.example.com
1474745701.663084,192.168.1.240,8.8.8.8,www.example.net
1474745701.663248,192.168.1.240,8.8.8.8,www.example.net
1474745701.838459,192.168.1.240,8.8.8.8,www.example.org
1474745701.838611,192.168.1.240,8.8.8.8,www.example.org
1474745716.9706,192.168.1.166,192.168.1.1,babyws.withings.net
1474745728.271665,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745728.668175,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745728.66829,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745750.701867,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474745751.787498,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474745848.402353,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474745848.716326,192.168.1.249,192.168.1.1,smtp.gmail.com
1474745848.716462,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746001.495228,192.168.1.240,8.8.8.8,www.example.com
1474746001.497148,192.168.1.240,8.8.8.8,www.example.com
1474746001.687597,192.168.1.240,8.8.8.8,www.example.net
1474746001.687444,192.168.1.240,8.8.8.8,www.example.net
1474746001.863062,192.168.1.240,8.8.8.8,www.example.org
1474746001.863211,192.168.1.240,8.8.8.8,www.example.org
1474746028.087524,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474746028.404016,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746028.404147,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746069.13939,192.168.1.166,192.168.1.1,babyws.withings.net
1474746207.782688,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474746208.235234,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746208.235369,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746301.515654,192.168.1.240,8.8.8.8,www.example.com
1474746301.51581,192.168.1.240,8.8.8.8,www.example.com
1474746301.690589,192.168.1.240,8.8.8.8,www.example.net
1474746301.690432,192.168.1.240,8.8.8.8,www.example.net
1474746301.865725,192.168.1.240,8.8.8.8,www.example.org
1474746301.865882,192.168.1.240,8.8.8.8,www.example.org
1474746568.159308,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474746569.025186,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746569.025324,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746581.897835,192.168.1.166,192.168.1.1,babyws.withings.net
1474746582.293129,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474746582.524767,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746582.524907,192.168.1.249,192.168.1.1,smtp.gmail.com
1474746586.064053,192.168.1.166,192.168.1.1,babyws.withings.net
1474746586.636203,192.168.1.166,192.168.1.1,babyws.withings.net
1474746587.334774,192.168.1.166,192.168.1.1,babyws.withings.net
1474746601.532861,192.168.1.240,8.8.8.8,www.example.com
1474746601.533034,192.168.1.240,8.8.8.8,www.example.com
1474746601.695219,192.168.1.240,8.8.8.8,www.example.net
1474746601.69537,192.168.1.240,8.8.8.8,www.example.net
1474746601.859294,192.168.1.240,8.8.8.8,www.example.org
1474746601.859449,192.168.1.240,8.8.8.8,www.example.org
1474746650.725839,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474746671.01072,192.168.1.166,192.168.1.1,babyws.withings.net
1474746823.875492,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474746902.519405,192.168.1.240,8.8.8.8,www.example.com
1474746902.521199,192.168.1.240,8.8.8.8,www.example.com
1474746902.704817,192.168.1.240,8.8.8.8,www.example.net
1474746902.704966,192.168.1.240,8.8.8.8,www.example.net
1474746902.892378,192.168.1.240,8.8.8.8,www.example.org
1474746902.892828,192.168.1.240,8.8.8.8,www.example.org
1474746924.027533,192.168.1.166,192.168.1.1,babyws.withings.net
1474747201.512665,192.168.1.240,8.8.8.8,www.example.com
1474747201.512824,192.168.1.240,8.8.8.8,www.example.com
1474747201.708417,192.168.1.240,8.8.8.8,www.example.net
1474747201.708571,192.168.1.240,8.8.8.8,www.example.net
1474747201.92104,192.168.1.240,8.8.8.8,www.example.org
1474747201.921194,192.168.1.240,8.8.8.8,www.example.org
1474747272.749124,192.168.1.166,192.168.1.1,babyws.withings.net
1474747501.512608,192.168.1.240,8.8.8.8,www.example.com
1474747501.512771,192.168.1.240,8.8.8.8,www.example.com
1474747501.701289,192.168.1.240,8.8.8.8,www.example.net
1474747501.701446,192.168.1.240,8.8.8.8,www.example.net
1474747501.875898,192.168.1.240,8.8.8.8,www.example.org
1474747501.876371,192.168.1.240,8.8.8.8,www.example.org
1474747550.718416,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474747741.732625,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474747783.545669,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474747783.837226,192.168.1.249,192.168.1.1,smtp.gmail.com
1474747783.837795,192.168.1.249,192.168.1.1,smtp.gmail.com
1474747797.679149,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474747798.115839,192.168.1.249,192.168.1.1,smtp.gmail.com
1474747798.115978,192.168.1.249,192.168.1.1,smtp.gmail.com
1474747801.492994,192.168.1.240,8.8.8.8,www.example.com
1474747801.493153,192.168.1.240,8.8.8.8,www.example.com
1474747801.670331,192.168.1.240,8.8.8.8,www.example.net
1474747801.670484,192.168.1.240,8.8.8.8,www.example.net
1474747801.835027,192.168.1.240,8.8.8.8,www.example.org
1474747801.837218,192.168.1.240,8.8.8.8,www.example.org
1474747874.498047,192.168.1.166,192.168.1.1,babyws.withings.net
1474747984.14715,192.168.1.240,8.8.8.8,www.example.com
1474747984.146997,192.168.1.240,8.8.8.8,www.example.com
1474747984.084107,192.168.1.240,8.8.8.8,pindorama.amazon.com
1474747984.32151,192.168.1.240,8.8.8.8,www.example.net
1474747984.321332,192.168.1.240,8.8.8.8,www.example.net
1474747984.503219,192.168.1.240,8.8.8.8,www.example.org
1474747984.503376,192.168.1.240,8.8.8.8,www.example.org
1474748024.14153,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474748146.920421,192.168.1.240,192.168.1.1,www.meethue.com
1474748284.797727,192.168.1.240,8.8.8.8,www.example.com
1474748284.797895,192.168.1.240,8.8.8.8,www.example.com
1474748284.971048,192.168.1.240,8.8.8.8,www.example.net
1474748284.971199,192.168.1.240,8.8.8.8,www.example.net
1474748285.147203,192.168.1.240,8.8.8.8,www.example.org
1474748285.147055,192.168.1.240,8.8.8.8,www.example.org
1474748450.68286,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474748455.705506,192.168.1.240,8.8.8.8,device-metrics-us.amazon.com
1474748476.187451,192.168.1.166,192.168.1.1,babyws.withings.net
1474748585.784957,192.168.1.240,8.8.8.8,www.example.com
1474748585.785118,192.168.1.240,8.8.8.8,www.example.com
1474748585.961212,192.168.1.240,8.8.8.8,www.example.net
1474748585.961362,192.168.1.240,8.8.8.8,www.example.net
1474748586.136782,192.168.1.240,8.8.8.8,www.example.org
1474748586.136632,192.168.1.240,8.8.8.8,www.example.org
1474748624.404537,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474748858.530851,192.168.1.166,192.168.1.1,babyws.withings.net
1474748859.102451,192.168.1.166,192.168.1.1,babyws.withings.net
1474748884.79171,192.168.1.240,8.8.8.8,www.example.com
1474748884.791867,192.168.1.240,8.8.8.8,www.example.com
1474748884.978726,192.168.1.240,8.8.8.8,www.example.net
1474748884.978877,192.168.1.240,8.8.8.8,www.example.net
1474748885.154672,192.168.1.240,8.8.8.8,www.example.org
1474748885.154524,192.168.1.240,8.8.8.8,www.example.org
1474748919.779428,192.168.1.166,192.168.1.1,babyws.withings.net
1474749077.919478,192.168.1.166,192.168.1.1,babyws.withings.net
1474749184.792971,192.168.1.240,8.8.8.8,www.example.com
1474749184.793144,192.168.1.240,8.8.8.8,www.example.com
1474749184.980473,192.168.1.240,8.8.8.8,www.example.net
1474749184.980629,192.168.1.240,8.8.8.8,www.example.net
1474749185.167624,192.168.1.240,8.8.8.8,www.example.org
1474749185.16779,192.168.1.240,8.8.8.8,www.example.org
1474749317.898071,192.168.1.166,192.168.1.1,babyws.withings.net
1474749350.705848,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474749355.349031,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474749484.853323,192.168.1.240,8.8.8.8,www.example.com
1474749484.853482,192.168.1.240,8.8.8.8,www.example.com
1474749485.028955,192.168.1.240,8.8.8.8,www.example.net
1474749485.029128,192.168.1.240,8.8.8.8,www.example.net
1474749485.193732,192.168.1.240,8.8.8.8,www.example.org
1474749485.193883,192.168.1.240,8.8.8.8,www.example.org
1474749679.680507,192.168.1.166,192.168.1.1,babyws.withings.net
1474749784.785877,192.168.1.240,8.8.8.8,www.example.com
1474749784.785722,192.168.1.240,8.8.8.8,www.example.com
1474749784.948589,192.168.1.240,8.8.8.8,www.example.net
1474749784.948739,192.168.1.240,8.8.8.8,www.example.net
1474749785.112658,192.168.1.240,8.8.8.8,www.example.org
1474749785.112824,192.168.1.240,8.8.8.8,www.example.org
1474749824.677131,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474750084.784508,192.168.1.240,8.8.8.8,www.example.com
1474750084.784669,192.168.1.240,8.8.8.8,www.example.com
1474750084.963302,192.168.1.240,8.8.8.8,www.example.net
1474750084.963454,192.168.1.240,8.8.8.8,www.example.net
1474750085.137993,192.168.1.240,8.8.8.8,www.example.org
1474750085.138142,192.168.1.240,8.8.8.8,www.example.org
1474750250.715116,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474750281.416732,192.168.1.166,192.168.1.1,babyws.withings.net
1474750384.791434,192.168.1.240,8.8.8.8,www.example.com
1474750384.791605,192.168.1.240,8.8.8.8,www.example.com
1474750384.972332,192.168.1.240,8.8.8.8,www.example.net
1474750384.972491,192.168.1.240,8.8.8.8,www.example.net
1474750385.14741,192.168.1.240,8.8.8.8,www.example.org
1474750385.147245,192.168.1.240,8.8.8.8,www.example.org
1474750393.184261,192.168.1.227,192.168.1.1,devs.tplinkcloud.com
1474750684.791513,192.168.1.240,8.8.8.8,www.example.com
1474750684.791675,192.168.1.240,8.8.8.8,www.example.com
1474750684.970589,192.168.1.240,8.8.8.8,www.example.net
1474750684.970409,192.168.1.240,8.8.8.8,www.example.net
1474750685.285046,192.168.1.240,8.8.8.8,www.example.org
1474750685.285196,192.168.1.240,8.8.8.8,www.example.org
1474750883.202223,192.168.1.166,192.168.1.1,babyws.withings.net
1474750984.805906,192.168.1.240,8.8.8.8,www.example.com
1474750984.806075,192.168.1.240,8.8.8.8,www.example.com
1474750984.987072,192.168.1.240,8.8.8.8,www.example.net
1474750984.987222,192.168.1.240,8.8.8.8,www.example.net
1474750985.16175,192.168.1.240,8.8.8.8,www.example.org
1474750985.161874,192.168.1.240,8.8.8.8,www.example.org
1474751024.958048,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474751150.693158,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474751284.809228,192.168.1.240,8.8.8.8,www.example.com
1474751284.809046,192.168.1.240,8.8.8.8,www.example.com
1474751284.97501,192.168.1.240,8.8.8.8,www.example.net
1474751284.975158,192.168.1.240,8.8.8.8,www.example.net
